"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160"
1,0.752697226120341,0.638552398842299,0.691606813932527,0.601200589466726,0.530631729801532,0.513511525491287,0.624363917383543,0.563411774856312,0.513715868852034,0.534252887641157,0.348784149650159,0.339256610320108,0.411095788901393,-0.118032640910852,0.459466343372679,0.274070356380001,0.286599765691412,0.459536741722405,0.58373252649018,0.41102137306454,0.459217249963261,0.517690742945765,0.498255524489975,0.328081566278775,0.452521618696338,0.380418011976971,0.397731355848442,0.324719570239779,0.522548425303559,0.391378491908703,0.385064952665275,0.437173483705937,0.395184867430562,0.101923301607002,0.179929198006378,0.327992882067256,0.508874919734753,0.350357100133642,0.0265191913424959,0.498165937839152,0.413472600438568,0.485849124897709,0.286801148384566,0.340050279001213,0.473137015604784,0.423745932998063,0.551287106733372,0.379511186667581,0.622072920479648,0.385129847008492,0.648830212262702,0.396780373614959,0.5374903228602,0.399696762082961,0.550907504759414,0.391030687247392,0.291954422203125,0.342837701139011,0.44868375318586,0.484729191854524,0.104698166932202,0.421867561073618,0.239194765205269,0.396575689875774,0.337652511993726,0.551402037950426,0.616423283568306,0.389463613517728,0.482037484338149,0.453266561538657,0.0397816002580638,0.359898254635221,0.389196175823669,-0.328498994748303,0.504254770098646,0.0856718075369224,0.397204612780483,0.214399838318555,0.499976859857493,0.265223282598609,0.627303608239336,0.564012203420229,0.403837152306051,0.40293343254709,0.324317593329263,0.316466828746788,0.57714982915907,0.306127017211146,0.460832936748175,0.1035698448115,0.417086586075912,0.482978637335974,0.471060705576411,0.468947762646543,0.400104262938396,0.633894431567879,-0.0311852654385979,0.520670281989436,0.472569150123762,0.501097275367598,0.625703965718469,0.239026869017729,0.731684734676596,0.424154914269827,0.504616339357449,0.371777479596788,0.532800841028917,0.132403907841956,-0.0778903941728598,0.516213336155504,0.531881315048811,0.162201131536891,0.503569225212662,0.507125287815591,0.382762663007076,0.422965592259997,0.403246316565393,0.497194070084952,0.55768422718766,0.0520253854428339,0.189638907107897,0.391282249045389,0.548876892120392,0.462139175560199,0.452577972041208,0.420601183324758,0.213200486949498,0.464150866364291,0.252819048418681,0.10186991047519,0.476944600670528,0.442563063284845,0.635173419218748,0.40169234621507,0.418130219430282,0.372375853973353,0.402461259737548,0.404447320271757,0.312453371490736,0.331533244095085,0.553515395585282,0.580606122784111,0.218745780688863,0.378272410771218,0.466436855167329,0.394926412150761,0.357528154230008,0.508536826272591,0.132037959030346,0.202467257077763,0.537507990697824,0.472950370984437,0.32669145313024,0.279018836172326,0.484557835086335,0.443751966844208,0.357857220891859,0.50976113113729,0.430698621614229
0.752697226120341,1,0.655965026396425,0.776154927294659,0.716799025592288,0.562219020434259,0.551308149659119,0.928032763908066,0.850975368673032,0.387279987035617,0.798649706147885,0.587332660714365,0.483990003923338,0.506024108021425,-0.167967272897925,0.77223821175467,0.494377629245414,0.458149902791139,0.62516826741503,0.659922625337395,0.568694967138462,0.586012401146986,0.265746954611379,0.252547730123042,0.434910776738256,0.551647569752332,0.567940908224621,0.474759384933648,0.471621091744598,0.65516472011451,0.513176044926876,0.452576268848425,0.42751199239057,0.517278947093281,0.156868819053088,0.258449400722919,-0.0645764269029966,0.60668754047201,0.479900435262173,0.0202065117768863,0.63405329098179,0.453942761201987,0.561648448024694,0.484626972503237,0.382318037253424,0.499739524122306,0.485314399618123,0.585764250530178,0.21748894608983,0.826709023691667,0.392994371632746,0.515863516805621,0.41750595421941,0.833197924885206,0.465856137194529,0.54732738726741,0.57076304278132,0.259586481506516,0.518838886342523,0.448126818368137,0.558876506869865,0.111518595427336,0.518018574110226,0.250394918541963,0.332984300012627,0.529327504192675,0.491209251237608,0.488631621362433,0.379129197044679,0.508334728366147,0.505051456223078,0.418263602931165,0.468426646360463,0.383987903624141,0.130143111420515,0.547442486955447,0.289532120824257,0.46747168501396,0.624293357987046,0.598848184418036,0.347472234145934,0.670212032401678,0.597958292607082,0.557617909093309,0.491624058639333,0.435248631309622,0.439632085094729,0.696490347481125,0.349324898663209,0.588896205454438,0.366180389872519,0.432015772893373,0.482321669358035,0.647200940949265,0.50174855036974,0.419729967211104,0.44660579747034,-0.159529258435567,0.673479895543481,0.495143457580389,0.649569094100936,0.651888375254563,0.0593963123973467,0.602552780267303,0.596252845774257,0.523466982151727,0.517596410242134,0.576508253850382,0.059339512934475,-0.00340775487926633,0.782894205906469,0.593585906941787,-0.00755556834816008,0.479443813200198,0.530382526371153,0.480427632082652,0.540029666136226,0.472327149465932,0.630230036777957,0.762312839279502,0.0995085157853142,0.251187616515436,0.453990539759469,0.560784345660666,0.506309050786016,0.625217246278224,0.426717775542454,0.292110598104591,0.628605694194616,0.212080608562443,0.114822107723086,0.593466117842469,0.612973018792806,0.632914123393351,0.404486433854626,0.505780784108016,0.40830455256513,0.500671826702914,0.531954391760773,0.301820626079447,0.43616808699253,0.563787308308432,0.755214511700442,0.247843787502933,0.488710840451708,0.444034538952044,0.598773613621727,0.62840377997594,0.632800844569392,0.158287423553518,0.24301193770021,0.708558777150543,0.633344307974323,0.486787234973179,0.302541120648214,0.530309190118811,0.5199578762674,0.560940368702227,0.630049922769575,0.548037666615965
0.638552398842299,0.655965026396425,1,0.682438703840249,0.815055851551752,0.376860883302811,0.100921194462594,0.641984778397445,0.531531879033603,0.304159916893376,0.763060774404323,0.651662299791252,0.769871974922384,0.759170429659731,-0.33656564224143,0.709117215432437,0.551409957745297,0.577443672428548,0.72364950078382,0.662662875893288,0.713407071545522,0.572223176614939,0.309064791179416,0.14973128853751,0.638241973903685,0.681177073590566,0.728512988886246,0.542641038861498,0.654279061731236,0.718057420861188,0.653417133645627,0.525189036471754,0.483839264588578,0.66009963761011,0.499911216058163,0.331839246360576,-0.00119958812481903,0.720386794801929,0.708913306034928,0.196917958556636,0.69662516054354,0.705815657051192,0.601426977945635,0.652337158019822,0.572065248689052,0.687847813804821,0.666200631189618,0.639606415996402,0.523114246529346,0.462976882975881,0.617583177706733,0.524526520273982,0.620034119260108,0.492929239459256,0.713765631985267,0.624639127258102,0.692932079306948,0.651140771105807,0.722951608722682,0.684414113821672,0.766834591506082,0.245383495472221,0.788209836095475,0.461742387877339,0.599929585356485,0.526718217941715,0.698444161886914,0.834248758646855,0.597029311457212,0.755634678857234,0.721839250528151,0.685234278653466,0.67315203360141,0.662200150786852,-0.137160379314509,0.716578028907845,-0.200889041019921,0.729193104631342,0.191723438480848,0.802818023065096,0.576299566029329,0.699331871284178,0.544968971969148,0.771618703819429,0.727930107798631,0.606623687558167,0.772228811813904,0.6159321181225,0.631804762650018,0.768050107788141,0.198134716782205,0.618129944098682,0.678877163041597,0.803649671385308,0.728163884897609,0.702466471052334,0.567623894529479,0.125966932881804,0.615359348432181,0.735147735156532,0.258609532175892,0.750684232921883,0.558325654611981,0.419561586200293,0.78790271630007,0.709840720537778,0.693387268867519,0.65730509173234,0.315811744914092,0.19723171205618,0.812307556791443,0.746710060031727,0.174801465524444,0.673576002073973,0.628761498345489,0.676369873733207,0.688426942470858,0.618946569365589,0.790005405604153,0.814565552992972,0.303719653329795,0.216896240344593,0.690227043235952,0.515184596573767,0.78809359413109,0.682486673865012,0.499557394569687,0.272529865294802,0.744823230593246,0.233458992721237,0.363493213072448,0.767188157102731,0.75845886263251,0.738106873393516,0.65454524517484,0.673340861653364,0.549465028824416,0.644531274865751,0.637281428215532,0.307184404711434,0.640723264358878,0.702210919870984,0.81449325775835,0.195960593126357,0.647450012988551,0.716070517634016,0.75626185226035,0.699697275775812,0.774493409897136,0.384786021168413,0.383621302251466,0.74042798192283,0.738860243792535,0.647984793868754,0.381852970133965,0.735876366797436,0.633747537317896,0.654102261682509,0.729467974323654,0.642455473290957
0.691606813932527,0.776154927294659,0.682438703840249,1,0.526066754718489,0.659526913002159,0.447089394482954,0.82190850762983,0.655882909130518,0.261046420492283,0.674389627086705,0.608586273024672,0.672724978405695,0.571645870637844,-0.0278543756148305,0.626579971836655,0.748731479854808,0.470432685511517,0.629020768954111,0.803679664699837,0.542104136147521,0.505455890459342,0.21130837139657,-0.0490768765453449,0.470875788589674,0.512656994439231,0.617350656681865,0.488645215316945,0.540572405940701,0.618147914220874,0.529474414615996,0.373007065561461,0.546303447999017,0.468566848098831,0.346914159882672,0.442903234811969,-0.0602794840720355,0.626785793703367,0.57685875260481,0.190089987045218,0.681761169450193,0.493159149394733,0.51200652770816,0.470795609329792,0.455148489504912,0.545960747675862,0.523921225189141,0.595540145892753,0.107815389038138,0.523459704315291,0.407714558369154,0.390116668325666,0.51240449999149,0.595828215148422,0.502480668759203,0.641835438185443,0.562188502144642,0.281266455971279,0.495442219572073,0.505968290746627,0.582353783927977,-0.0440017902697537,0.513630999113679,0.142971224084559,0.41046776893863,0.367394409470054,0.575847169628671,0.609562682871257,0.473333627706576,0.506112238385397,0.586762318503397,0.366647040055379,0.454949252350191,0.566113752946061,0.0182239445707107,0.58929403650671,0.111554090609827,0.505141725597906,0.384967649850629,0.600072123097916,0.320506244215963,0.693470971642226,0.240365291350666,0.629256436001821,0.517554775109577,0.507121768151842,0.527681899799606,0.58758004720535,0.462855323730072,0.563109242904658,0.35757832408612,0.533303805922283,0.503527726396981,0.635831148142126,0.463466569762272,0.581665749909683,0.61396274921301,-0.432230184090122,0.571510155376147,0.492771245896933,0.16022470556541,0.658592033920386,0.412659128209277,0.645740536229998,0.681338526187415,0.553301851955987,0.576487135939687,0.540201645446004,-0.105675243774923,-0.206975800521349,0.673370101307322,0.583133863819044,-0.315058067099187,0.586121484023289,0.503851817651248,0.591565448049695,0.603453432606652,0.578609998085333,0.617127247132805,0.679080144910165,-0.122057829754962,-0.0448096320570305,0.49854489339238,0.635404994911102,0.544849760817108,0.695522015474544,0.27282750102893,0.175544237883353,0.775967834382287,0.0780352739618595,-0.0908318704278299,0.725696049280267,0.667401061659708,0.625579308386669,0.527213162870777,0.594246281786672,0.501033765442629,0.59667001627202,0.570825908987827,0.0510386306771278,0.534441340936842,0.580282171341358,0.821780887285494,0.14077947392914,0.550797603182086,0.578489585182013,0.661846503721443,0.718732045169593,0.696099952751781,-0.00339395178895963,0.0602326345184592,0.692319660312332,0.659166609134089,0.519805882186767,0.080965440366033,0.587752418938679,0.453369906580752,0.65187330482712,0.674880814196115,0.56851322855193
0.601200589466726,0.716799025592288,0.815055851551752,0.526066754718489,1,0.157391581029576,0.0830906101526155,0.665320647157304,0.483212294714298,0.19162117688026,0.771460946566048,0.532912066541073,0.518854013964546,0.608014546508679,-0.344280381046571,0.720999768311146,0.321868372452333,0.480424354835922,0.603012808681663,0.576411035264554,0.62828867948161,0.54580945812941,0.247559208163637,0.342713569473049,0.495155608438944,0.581484075016249,0.587858358132549,0.436688183984214,0.55413912766444,0.574750583262881,0.56969362172591,0.434985997963372,0.400495949751215,0.537191607293348,0.212605800132059,-0.00477406310348856,-0.0003804399111997,0.54753223234506,0.46027679510247,-0.142090346739204,0.563100951448405,0.546133713826724,0.530241675161145,0.622927834703028,0.38835131945073,0.523906814482973,0.506818856819577,0.524052087570549,0.430335606617902,0.447999986117767,0.43205835926983,0.527459474466902,0.478314389236843,0.488927449508122,0.530041721749033,0.478531942038177,0.614730447091397,0.483987869001776,0.656833190851529,0.488288692521115,0.598450015850744,0.1039029909112,0.588591186990697,0.21162353535289,0.413811979463344,0.454535780228875,0.457467184379321,0.65790121707495,0.448472512258294,0.581824058193922,0.542635448309357,0.613447950893748,0.47146195239696,0.416975591585387,-0.217055601071614,0.564942684052468,-0.264981398818328,0.54188780342373,0.0918283177880858,0.666695475621406,0.39365123429096,0.538552406046824,0.594282202467468,0.573453110197207,0.578856482810348,0.503763908088491,0.570843135350542,0.414713148633577,0.424779629593655,0.669434293577685,0.38765348617404,0.356407256663983,0.51341175274901,0.600583920526852,0.590337924944229,0.562014025310214,0.35276155615004,0.249513600483092,0.450678067063285,0.574059581420853,0.434951234444453,0.617610249245143,0.17651472632536,0.396031381804714,0.592575867448936,0.528280869794431,0.537880548425207,0.530753118192636,0.41184892139245,0.36879140230352,0.697425202635389,0.578343226899044,0.340225926267914,0.474331411544235,0.450601275906487,0.513049234663714,0.558434336925369,0.425748177611823,0.662170010164999,0.722897512642919,0.493712010515081,0.526833067411604,0.560334050439752,0.528613929526007,0.661371798932471,0.483924354875638,0.668166936785813,0.437318321538219,0.521508471625933,0.460829434190595,0.523897272877185,0.575235364528015,0.636220263802371,0.590730119229926,0.466558681995656,0.505753006622586,0.377658953445823,0.555385638805341,0.508644984043898,0.592164201681547,0.432700167840043,0.600943268204306,0.693181773486246,0.403022735548766,0.474821935746499,0.470891203320888,0.61873841923916,0.551818257020677,0.613801032289584,0.576655707287515,0.623476687901392,0.64619284839368,0.602031778060613,0.530508034799597,0.642102269219274,0.547693233876334,0.582383779309061,0.505452043439916,0.568785074017312,0.559315615088768
0.530631729801532,0.562219020434259,0.376860883302811,0.659526913002159,0.157391581029576,1,0.740263262397956,0.540945308279713,0.663111276678686,0.426611232591074,0.57984957996507,0.635851362613793,0.633726373532093,0.620882682240199,0.0916692996382015,0.475233654342731,0.359920265621488,0.543421758587777,0.614002499525885,0.566717907834744,0.591078434611689,0.638664878254525,0.357229585011005,0.172725084979469,0.555320622072545,0.593499349675331,0.616279018065372,0.631094306994814,0.601449528359953,0.677073270957784,0.585515664340775,0.633986710880162,0.728296021250505,0.622013277542491,0.525339003025878,0.60588577842343,0.115922088738343,0.703034219953277,0.671241254268683,0.500451003753235,0.719432589077377,0.570303725586679,0.655015560978877,0.525613749995105,0.6101295523089,0.666179440485871,0.641845130661762,0.724016873238652,0.225522758374007,0.501104126664833,0.63762940414389,0.510945663219264,0.632479694827906,0.704045151611179,0.615199788551045,0.687485754010487,0.598391372161855,0.33878493398292,0.532379830768651,0.599641093116074,0.648673877781064,-0.0454301198118457,0.552757040865172,0.190384842559953,0.593387546830757,0.319038294585562,0.648044125820613,0.609101891241329,0.63243935610211,0.594775054382962,0.63348760710383,0.107900301715856,0.622393953808741,0.58935928760899,0.111075980116675,0.680629596353505,0.378324591927717,0.579789621932212,0.477252318410017,0.621580997578889,0.518108354879729,0.764016702994815,0.471452263166081,0.592352335441949,0.571344671152906,0.606967377833104,0.51394827388401,0.788164638295447,0.558843192796798,0.588708351132544,0.280105245720943,0.708284080378244,0.618472441968264,0.628135686292882,0.575710828757044,0.556650893468953,0.739096143370963,-0.127515471836481,0.737910870550905,0.575054910876715,0.450086369178383,0.661463029964739,0.256024124357114,0.778009895826216,0.626926389200256,0.659808702466956,0.598139097286698,0.626445458883536,0.198829471354556,-0.184026831690267,0.572509827871605,0.690304009162429,-0.0153096041694962,0.605293996705592,0.669356400307263,0.603566944315722,0.58688281934053,0.695464041375663,0.611116322688563,0.640692803526392,-0.165368501623021,0.0226494329902695,0.571058523705593,0.64891167684293,0.446150626873693,0.777559873166749,0.375199341718801,0.389999357667413,0.652575317065434,0.242567011256744,-0.063168872291697,0.627616255483782,0.624383806881294,0.650967343387297,0.618224457109196,0.703864642111447,0.609023987978154,0.640842632587627,0.648712880758935,0.109095142364166,0.650505761970092,0.624708062214061,0.691558705628703,0.323219746165561,0.678557844880393,0.661729575034311,0.613276937615299,0.645101560740306,0.662168961835472,-0.0330340102317469,-0.0015179833104652,0.696353059560118,0.654716134125166,0.593144223128099,0.0565155196582029,0.642772612670543,0.56156260888658,0.690168425939942,0.689431779124456,0.674546029655294
0.513511525491287,0.551308149659119,0.100921194462594,0.447089394482954,0.0830906101526155,0.740263262397956,1,0.549664074208427,0.431787038481326,0.466420025795967,0.388759011901546,0.497899738237383,0.199233625682277,0.288125461680526,0.262278806007409,0.443173066376351,-0.071751110987057,0.437058588580742,0.413942159069708,0.401397532263407,0.375142441063075,0.591824884175676,0.491490179799713,0.32042288721242,0.44968595943718,0.512754864162937,0.410212536684258,0.503754828345996,0.423273689588796,0.506157218249832,0.442791926335941,0.593882916102075,0.445466750463237,0.458804750735812,0.324896214512176,0.135952381272602,0.317043563441409,0.549259412863829,0.290183246551849,0.0483348813115213,0.506469876961532,0.439380057348095,0.53619268694138,0.406253020268932,0.470150608061255,0.490930507075526,0.514695061577509,0.588790052638982,0.290910337347539,0.587040467192831,0.438974229658827,0.688953672577667,0.492095354560489,0.65471669197396,0.43816472397751,0.555950583744377,0.47304970791127,0.208932600158101,0.38929905839259,0.466705920521988,0.445668357631674,0.0792053943315626,0.363667987071635,0.346067476710221,0.407360334234619,0.565512396648543,0.530329197389501,0.220745247637368,0.454315937550052,0.432422059956157,0.456383287437332,-0.0824949941807748,0.463883139831562,0.409935290439558,0.368998132374631,0.512415857234036,0.657537951754169,0.383703219959369,0.629477171796095,0.437245154962783,0.38523012620677,0.655957262375962,0.526486852702726,0.406033393077416,0.430130782165619,0.371990875425189,0.27066561435629,0.708710217109356,0.413234354362274,0.417025199433317,0.298246372679574,0.597675717301597,0.482271403005219,0.403305808544074,0.421090455261311,0.332907274616358,0.640669765399526,-0.112662904170767,0.699755408365996,0.441444038766192,0.677805171708392,0.519019714019587,0.140925568887108,0.821046806542378,0.396823329198534,0.537566054846913,0.428637977826579,0.509055741611683,0.178175034376007,-0.447802598347274,0.350913456621543,0.48332253104861,-0.0868869767281681,0.511093900771796,0.572672450245045,0.4326831749219,0.478499132492162,0.570347931222874,0.429523821695832,0.470094679450154,-0.402591136629518,-0.0690990327809622,0.434736492667033,0.640950717784236,0.360605961278558,0.583437283612361,0.310918457997057,0.398717905080748,0.410708749354383,0.252681491966935,-0.276315052863035,0.339941230545217,0.421443697829322,0.519597001220077,0.46643240790243,0.474876193383812,0.50427817133551,0.442894620708505,0.505131390127002,0.00865352402883852,0.44684562641013,0.489413609024782,0.474075057974919,0.366485243594412,0.460962881522299,0.435860538032782,0.378148758420235,0.433516757486413,0.470684577985076,-0.261714753613582,-0.205064882256493,0.499120985745272,0.469860545145323,0.427210623329179,-0.116630822635815,0.368021507484997,0.384796406921023,0.453333065296033,0.496828330925893,0.514538067095973
0.624363917383543,0.928032763908066,0.641984778397445,0.82190850762983,0.665320647157304,0.540945308279713,0.549664074208427,1,0.74766153148253,0.23258496372589,0.806062956381165,0.686017859597799,0.592436333534076,0.584025873892964,-0.0338930327307273,0.82767499939393,0.503851762272664,0.621691177967016,0.669208445924797,0.721528302436154,0.577007621718724,0.649243946011727,0.166362110336466,0.093354796311422,0.558200745734443,0.628818917187466,0.649457781119104,0.527431747109239,0.571681397732267,0.670559316776444,0.567817757698401,0.502155769780969,0.452736570938975,0.568742756202431,0.322599489876344,0.186985098948323,-0.106918077060181,0.660777375795039,0.504218869831629,0.0135589304069927,0.699761734267614,0.535380716364969,0.581571417601458,0.566795941166605,0.478733116661865,0.573549415486223,0.563970555485085,0.662557484922849,0.155708444259849,0.68648799396212,0.436770843467935,0.525868408190994,0.498375689593036,0.770094795967649,0.534216715320772,0.647200435466779,0.647920865114434,0.336867979094617,0.590001926802329,0.527389929877385,0.631089946650964,0.0814207061114171,0.584417349447304,0.268822618055159,0.405756426071253,0.578081060010699,0.567470826941814,0.467837834740031,0.449900036518187,0.550394643737203,0.602101482634661,0.460726828364678,0.556056846601324,0.471287355546669,0.274806532979675,0.632406144152266,0.27194006075855,0.555797666287844,0.62735811872767,0.655813933823995,0.450321294258113,0.732322588533145,0.556883205473378,0.667431509170657,0.585640574747793,0.456563545642557,0.547382188729052,0.68515977604996,0.472079263050255,0.651225489011557,0.344907882040676,0.541735284011466,0.574148137454194,0.708024540431374,0.552211886977969,0.525690799341601,0.422354979357049,-0.236178225825598,0.690987222292007,0.561575790022985,0.51698756425335,0.709379042350286,0.156033911891361,0.553061391199609,0.705672629872958,0.587264160031562,0.613422820690789,0.641262078854589,0.0509711856727548,-0.130192168936493,0.804188880027343,0.636590433844742,-0.21484138753704,0.619914356246654,0.607813276627458,0.585201077788115,0.643428257639895,0.577992458816911,0.70093282523893,0.80621107801523,-0.0636837915366517,0.122760753023086,0.529377675589727,0.613464985408264,0.556761866173516,0.691795618243344,0.382822219956665,0.319839002584792,0.779911570147707,0.169069522830955,-0.0337582333625756,0.63547480340486,0.713327531860221,0.685334099805125,0.515941629181027,0.606946908627074,0.512313620802506,0.602830755589712,0.629938509787202,0.144881603974371,0.566196460397509,0.622999272511059,0.816305835551081,0.25461829876824,0.587660280874514,0.527314529694371,0.692209575462467,0.752558546616289,0.719834657148649,0.004305538496174,0.070121207957044,0.760050189991725,0.708040502719647,0.599538870624277,0.12684089422431,0.592271006969435,0.581747005819742,0.664176503993753,0.699806148851769,0.615304595268335
0.563411774856312,0.850975368673032,0.531531879033603,0.655882909130518,0.483212294714298,0.663111276678686,0.431787038481326,0.74766153148253,1,0.496857960405184,0.726014317140459,0.532518954248506,0.537670210020042,0.463792619668727,-0.133647475597466,0.684918572179759,0.59600647621394,0.394843381422156,0.577358786959328,0.455966248577644,0.534734813888973,0.526242184496374,0.0823886249664383,0.105198617049532,0.344119557738024,0.50041796659844,0.473952739806983,0.476167290412044,0.427876056940968,0.624819302209906,0.47868587121544,0.422727598721721,0.438472143529675,0.500544860971164,0.180838343647979,0.46535500438817,-0.197145473712,0.56318248939656,0.61009514934101,0.244288028605613,0.611142683280298,0.396189504876619,0.549244920788031,0.363635548553152,0.374914887391208,0.47155204662222,0.423464571110745,0.520339370324658,0.14313861287931,0.823924751906768,0.416286912176445,0.267342006619127,0.375484504056036,0.874110334844259,0.424656980792821,0.491770667295813,0.472836062027755,0.0927654705206105,0.402571346050585,0.387599416694961,0.47176433911852,0.162610642713095,0.419808960011216,0.203291217660389,0.357951997044525,0.332988689834311,0.377420850182737,0.474449601557868,0.358204830867727,0.450012362694994,0.379800223613121,0.309335837337586,0.436185754618409,0.313536679682561,0.187495584861497,0.455297468492796,0.329914346521016,0.383070463721465,0.640856788099284,0.511085515766961,0.290524842737835,0.576934478336483,0.498559386070392,0.475846041990531,0.406962630467236,0.433602216878633,0.318847380377987,0.661021667399148,0.290962498726713,0.484695600351668,0.201908253302568,0.398907298878784,0.374792057155199,0.607187940711774,0.418322035081601,0.369763276040058,0.368922478533014,-0.270719431711115,0.599331637883956,0.419763242539061,0.543253750262719,0.571967592903354,0.0260451132270318,0.476629804244216,0.533968649501641,0.444027093022294,0.476048557225514,0.45881792574798,-0.0514219327398562,-0.0074948023870852,0.738663044548402,0.583960702490706,-0.0534990874981183,0.373397670989886,0.452673427108231,0.444532896223282,0.46878699758272,0.417385026039367,0.564560034115291,0.685022960071514,0.0321636538690049,0.0858872380636354,0.377767532215789,0.447388880391628,0.371206256708992,0.578004756749891,0.220006280390335,0.0848949281185238,0.547378873354571,-0.0378631567212061,0.0142531602224339,0.59196240023048,0.52612899179194,0.542606321504904,0.334989171790857,0.497657535876792,0.385735081439364,0.381489193530102,0.503451630615786,0.138034498664596,0.423641788164808,0.47884693911632,0.620626071156084,-0.00249584933904993,0.472707639618987,0.410703645472372,0.54133911502166,0.589166347493336,0.554114640629039,0.0550883456749547,0.142091005188239,0.628792150680139,0.575561726776024,0.452400028668206,0.188022396547949,0.49422507375087,0.485623998320957,0.551028185813116,0.604245697336915,0.50532029292868
0.513715868852034,0.387279987035617,0.304159916893376,0.261046420492283,0.19162117688026,0.426611232591074,0.466420025795967,0.23258496372589,0.496857960405184,1,0.312679760541181,0.178476416056084,0.097525373851749,0.102298818621315,0.288813267217444,0.305886778610301,0.0957174773573091,0.136842806741886,0.370318629804054,0.179759731961811,0.273778299376016,0.292041734254252,0.667728165207396,0.54264330785807,0.172149546321854,0.358026338131251,0.201744753228499,0.446901340499277,0.186795690703207,0.396665688775508,0.31849430076554,0.370217680109395,0.269155488995235,0.265390733623274,0.106901930526354,0.159137357762064,0.468060352597454,0.363124591245593,0.257327384490913,0.236347853493008,0.354634893631729,0.32364423701941,0.417425786038639,0.111218268462466,0.298774438768999,0.331588091394145,0.327088715723635,0.280217913278319,0.623080271779746,0.682477619712904,0.387442605759282,0.405195684843564,0.358529591778083,0.464147226608217,0.288504903009381,0.34012689295586,0.23128163568851,0.0123654392395159,0.142129141304271,0.307731738677004,0.212912509646408,0.558997733866159,0.187123035985926,0.609402430747895,0.368401366095952,0.370501263717649,0.323716139760723,0.32153991992746,0.283962564715384,0.326324467041571,0.159383494358358,-0.0221067441877603,0.248701909606048,0.346233231139551,0.193318999127427,0.24273345266324,0.455019571389084,0.162210975106722,0.354583962093221,0.291960887779993,0.078162460779607,0.371067984357283,0.366661482695407,0.188870616684396,0.249979911201743,0.347443385557463,0.0658280449163317,0.46101965791476,0.203783427585929,0.169696407831444,0.217606456569019,0.383126918035377,0.161247148837258,0.335402252744539,0.274283111503283,0.247692455886798,0.475606586450278,-0.228393593216651,0.363211871765751,0.30607306838771,0.42937929516456,0.323825458756691,0.433942141051173,0.506131849060668,0.202368091235301,0.317711211302932,0.245027703287117,0.0983765761306105,-0.093263947716467,-0.276323555872147,0.295241159596742,0.369940567610193,0.00280549010226012,0.237628697154461,0.220255330128819,0.275523383684372,0.349449937900768,0.311682161801641,0.313223298550552,0.33947225906758,-0.29973958928706,-0.316631055065626,0.290390768378051,0.305520886428198,0.345963507323602,0.304029341608303,-0.0306397090558489,-0.185253629571592,0.14636712329457,-0.242701474770944,-0.243310339495197,0.263210473562375,0.193688985246542,0.261836561594706,0.274391703003331,0.236202614748409,0.276986841076378,0.168677471559908,0.275033043229217,-0.144693613053863,0.179709635731976,0.294178942060167,0.216635865274138,-0.239604766758706,0.162051095455724,0.281924504643456,0.190023106876125,0.163771175968965,0.299425678032,-0.200470334752084,-0.0992198330294745,0.234848001441296,0.252638166951277,0.234259635133477,-0.0551698485770448,0.238914287662131,0.220300868121891,0.243102772491229,0.387595180473526,0.270206406932178
